method,task,regime,split,success,success_ci95,contact_mode_f1,contact_mode_f1_ci95,boundary_error,boundary_error_ci95,unsafe_impulse,unsafe_impulse_ci95,jam_rate,jam_rate_ci95,slip_overshoot,slip_overshoot_ci95,intervention_cost,intervention_cost_ci95,data_efficiency_proxy,data_efficiency_proxy_ci95,groups
proposed_contact_mode_boundary_atlas,drawer_opening,stick_slip_transition,unseen_geometry,0.602,0.0536,0.6491,0.0072,0.2365,0.0058,0.0552,0.0032,0.0736,0.005,0.049,0.0052,0.2034,0.0,0.6135,0.0077,7
proposed_contact_mode_boundary_atlas,drawer_opening,stick_slip_transition,unseen_friction,0.5561,0.0437,0.6466,0.0066,0.2457,0.0025,0.0522,0.0017,0.0738,0.0032,0.0658,0.0036,0.2069,0.0,0.6144,0.0042,7
proposed_contact_mode_boundary_atlas,drawer_opening,stick_slip_transition,combined_stress,0.5476,0.0598,0.6302,0.0084,0.2496,0.0058,0.0573,0.0027,0.087,0.0032,0.0703,0.0021,0.2175,0.0,0.5969,0.0061,7
proposed_contact_mode_boundary_atlas,drawer_opening,unilateral_lift_off,nominal,0.6684,0.0276,0.6689,0.0076,0.2236,0.0032,0.0441,0.0037,0.0502,0.0039,0.0328,0.0022,0.1832,0.0,0.635,0.0057,7
proposed_contact_mode_boundary_atlas,drawer_opening,unilateral_lift_off,seen_shift,0.6207,0.0421,0.6532,0.0138,0.2286,0.0065,0.0478,0.003,0.0624,0.0013,0.0374,0.004,0.1951,0.0,0.6171,0.0063,7
proposed_contact_mode_boundary_atlas,drawer_opening,unilateral_lift_off,unseen_geometry,0.5476,0.0444,0.6463,0.0078,0.2346,0.0043,0.0516,0.0039,0.0689,0.0056,0.0419,0.0027,0.2011,0.0,0.6134,0.0053,7
proposed_contact_mode_boundary_atlas,drawer_opening,unilateral_lift_off,unseen_friction,0.5663,0.0511,0.6456,0.0059,0.2314,0.0055,0.05,0.0019,0.0696,0.002,0.0523,0.005,0.2045,0.0,0.6149,0.0081,7
proposed_contact_mode_boundary_atlas,drawer_opening,unilateral_lift_off,combined_stress,0.5493,0.0533,0.6342,0.0051,0.2364,0.0034,0.0558,0.0027,0.0835,0.003,0.0536,0.0042,0.2147,0.0,0.5996,0.0042,7
proposed_contact_mode_boundary_atlas,drawer_opening,contact_jamming,nominal,0.6344,0.0232,0.6725,0.0065,0.2242,0.0029,0.0462,0.0044,0.0619,0.004,0.0317,0.0052,0.1865,0.0,0.6316,0.0043,7
proposed_contact_mode_boundary_atlas,drawer_opening,contact_jamming,seen_shift,0.5867,0.0329,0.6567,0.0079,0.2302,0.0041,0.0546,0.0049,0.0792,0.0035,0.0385,0.0022,0.1993,0.0,0.6262,0.0073,7
proposed_contact_mode_boundary_atlas,drawer_opening,contact_jamming,unseen_geometry,0.585,0.0276,0.6441,0.0042,0.2401,0.0046,0.0572,0.0021,0.0861,0.0032,0.0402,0.0025,0.2057,0.0,0.6148,0.0032,7
proposed_contact_mode_boundary_atlas,drawer_opening,contact_jamming,unseen_friction,0.5833,0.0367,0.6406,0.0038,0.2369,0.0015,0.0547,0.0032,0.0827,0.0029,0.0532,0.0042,0.2093,0.0,0.6149,0.0026,7
proposed_contact_mode_boundary_atlas,drawer_opening,contact_jamming,combined_stress,0.5595,0.0283,0.6297,0.0053,0.2424,0.005,0.064,0.0012,0.1011,0.0036,0.0577,0.0046,0.2202,0.0,0.6063,0.0063,7
proposed_contact_mode_boundary_atlas,drawer_opening,release_snap,nominal,0.6412,0.0424,0.6635,0.0122,0.2286,0.0037,0.0484,0.0035,0.0603,0.0045,0.0324,0.0034,0.1863,0.0,0.6318,0.0077,7
proposed_contact_mode_boundary_atlas,drawer_opening,release_snap,seen_shift,0.5816,0.0575,0.6573,0.0068,0.2403,0.0028,0.0574,0.0041,0.0702,0.0031,0.0385,0.0018,0.1989,0.0,0.6233,0.0066,7
proposed_contact_mode_boundary_atlas,drawer_opening,release_snap,unseen_geometry,0.5782,0.0413,0.654,0.0086,0.2399,0.0036,0.0635,0.0029,0.0782,0.0025,0.0441,0.0027,0.2053,0.0,0.6159,0.0056,7
proposed_contact_mode_boundary_atlas,drawer_opening,release_snap,unseen_friction,0.5646,0.0654,0.645,0.0074,0.241,0.0037,0.0643,0.0038,0.0775,0.0036,0.0561,0.0016,0.2089,0.0,0.6107,0.0048,7
proposed_contact_mode_boundary_atlas,drawer_opening,release_snap,combined_stress,0.5459,0.0362,0.6397,0.0068,0.2457,0.005,0.0686,0.0045,0.085,0.0034,0.0583,0.0057,0.2198,0.0,0.602,0.0049,7
proposed_contact_mode_boundary_atlas,drawer_opening,combined_contact_shock,nominal,0.6071,0.0204,0.6678,0.0069,0.239,0.0031,0.0536,0.0017,0.06,0.0052,0.0376,0.0035,0.1876,0.0,0.6313,0.0056,7
proposed_contact_mode_boundary_atlas,drawer_opening,combined_contact_shock,seen_shift,0.5901,0.0377,0.6502,0.008,0.2455,0.0032,0.0635,0.0032,0.077,0.004,0.0422,0.0032,0.2007,0.0,0.6241,0.0048,7
proposed_contact_mode_boundary_atlas,drawer_opening,combined_contact_shock,unseen_geometry,0.5629,0.0463,0.6448,0.0058,0.2483,0.0034,0.0693,0.0018,0.0888,0.0044,0.0502,0.0027,0.2072,0.0,0.6186,0.0044,7
proposed_contact_mode_boundary_atlas,drawer_opening,combined_contact_shock,unseen_friction,0.5714,0.0322,0.6462,0.0078,0.2556,0.0038,0.0666,0.0028,0.0877,0.0066,0.0646,0.0053,0.2109,0.0,0.6107,0.0057,7
proposed_contact_mode_boundary_atlas,drawer_opening,combined_contact_shock,combined_stress,0.5425,0.0333,0.6357,0.0036,0.2593,0.0047,0.0747,0.0041,0.1036,0.0037,0.0636,0.0033,0.2221,0.0,0.6054,0.0055,7
proposed_contact_mode_boundary_atlas,cable_routing,nominal_contact,nominal,0.631,0.0432,0.67,0.0067,0.2184,0.0044,0.0337,0.0018,0.047,0.0055,0.0287,0.0053,0.1772,0.0,0.6323,0.0037,7
proposed_contact_mode_boundary_atlas,cable_routing,nominal_contact,seen_shift,0.6037,0.0431,0.6607,0.0104,0.2233,0.0056,0.0371,0.0024,0.0594,0.002,0.0366,0.0026,0.1876,0.0,0.6229,0.0069,7
proposed_contact_mode_boundary_atlas,cable_routing,nominal_contact,unseen_geometry,0.6344,0.0248,0.6461,0.0035,0.2224,0.0026,0.0381,0.0018,0.0659,0.0037,0.0382,0.0023,0.1927,0.0,0.6185,0.006,7
proposed_contact_mode_boundary_atlas,cable_routing,nominal_contact,unseen_friction,0.6173,0.0421,0.6406,0.006,0.2206,0.0049,0.0354,0.0028,0.0651,0.0042,0.0466,0.0046,0.1957,0.0,0.6092,0.0054,7
proposed_contact_mode_boundary_atlas,cable_routing,nominal_contact,combined_stress,0.5306,0.0367,0.6381,0.0055,0.2261,0.0047,0.0376,0.0042,0.0807,0.0039,0.0494,0.0059,0.2046,0.0,0.6025,0.0062,7
proposed_contact_mode_boundary_atlas,cable_routing,impact_onset,nominal,0.6548,0.0306,0.6635,0.0065,0.2306,0.0038,0.0485,0.0047,0.058,0.0037,0.033,0.0037,0.1857,0.0,0.6308,0.0052,7
proposed_contact_mode_boundary_atlas,cable_routing,impact_onset,seen_shift,0.5884,0.0394,0.6545,0.009,0.2318,0.0053,0.0571,0.0025,0.0752,0.0042,0.0374,0.0034,0.1983,0.0,0.625,0.0043,7
proposed_contact_mode_boundary_atlas,cable_routing,impact_onset,unseen_geometry,0.5646,0.0133,0.6478,0.0024,0.2383,0.0034,0.0603,0.0042,0.0816,0.0039,0.0392,0.005,0.2045,0.0,0.6177,0.0044,7
proposed_contact_mode_boundary_atlas,cable_routing,impact_onset,unseen_friction,0.5493,0.0505,0.6442,0.0095,0.2415,0.0025,0.0609,0.0038,0.0832,0.0032,0.0504,0.0031,0.2081,0.0,0.6158,0.0052,7
proposed_contact_mode_boundary_atlas,cable_routing,impact_onset,combined_stress,0.5255,0.0647,0.6277,0.0105,0.2437,0.0044,0.0689,0.0026,0.0951,0.0052,0.0512,0.0043,0.2188,0.0,0.6095,0.0041,7
proposed_contact_mode_boundary_atlas,cable_routing,stick_slip_transition,nominal,0.6293,0.0382,0.6615,0.0071,0.2332,0.0049,0.0464,0.0039,0.0521,0.0036,0.0428,0.006,0.1849,0.0,0.6301,0.0073,7
proposed_contact_mode_boundary_atlas,cable_routing,stick_slip_transition,seen_shift,0.568,0.0437,0.6576,0.0054,0.2368,0.0036,0.0488,0.0032,0.0716,0.0025,0.0503,0.0039,0.1972,0.0,0.6201,0.0052,7
proposed_contact_mode_boundary_atlas,cable_routing,stick_slip_transition,unseen_geometry,0.5765,0.036,0.6465,0.0074,0.2429,0.0054,0.0505,0.0026,0.076,0.0032,0.0521,0.0045,0.2034,0.0,0.6192,0.0071,7
proposed_contact_mode_boundary_atlas,cable_routing,stick_slip_transition,unseen_friction,0.5731,0.029,0.6457,0.0073,0.2474,0.0064,0.0508,0.0033,0.0761,0.004,0.0709,0.0037,0.2069,0.0,0.6102,0.0065,7
proposed_contact_mode_boundary_atlas,cable_routing,stick_slip_transition,combined_stress,0.5663,0.0305,0.6361,0.0095,0.2464,0.0052,0.0579,0.0025,0.0899,0.0028,0.0693,0.0043,0.2175,0.0,0.605,0.0045,7
proposed_contact_mode_boundary_atlas,cable_routing,unilateral_lift_off,nominal,0.602,0.0504,0.6659,0.0057,0.2242,0.0021,0.044,0.0026,0.0491,0.0037,0.0322,0.0026,0.1832,0.0,0.6342,0.0035,7
proposed_contact_mode_boundary_atlas,cable_routing,unilateral_lift_off,seen_shift,0.5799,0.0373,0.6539,0.0054,0.229,0.0048,0.0478,0.0042,0.0651,0.0051,0.0396,0.0034,0.1951,0.0,0.6256,0.0053,7
proposed_contact_mode_boundary_atlas,cable_routing,unilateral_lift_off,unseen_geometry,0.5578,0.0454,0.6617,0.0084,0.2295,0.0048,0.05,0.0025,0.0708,0.0049,0.0431,0.0046,0.2011,0.0,0.6186,0.008,7
proposed_contact_mode_boundary_atlas,cable_routing,unilateral_lift_off,unseen_friction,0.5697,0.0597,0.6429,0.0078,0.2338,0.0067,0.0493,0.0042,0.0707,0.0023,0.0534,0.0053,0.2045,0.0,0.6109,0.0062,7
proposed_contact_mode_boundary_atlas,cable_routing,unilateral_lift_off,combined_stress,0.4898,0.0518,0.6299,0.0059,0.241,0.0029,0.0517,0.0038,0.0859,0.0035,0.0539,0.0036,0.2147,0.0,0.6072,0.0068,7
proposed_contact_mode_boundary_atlas,cable_routing,contact_jamming,nominal,0.6361,0.0381,0.6694,0.0056,0.23,0.0032,0.0436,0.0024,0.0622,0.003,0.0327,0.0044,0.1865,0.0,0.6343,0.0052,7
proposed_contact_mode_boundary_atlas,cable_routing,contact_jamming,seen_shift,0.5663,0.0143,0.6575,0.0067,0.2345,0.0046,0.0541,0.0033,0.0778,0.0054,0.0405,0.002,0.1993,0.0,0.6222,0.0047,7
proposed_contact_mode_boundary_atlas,cable_routing,contact_jamming,unseen_geometry,0.5493,0.02,0.6418,0.0054,0.2356,0.0034,0.0564,0.0028,0.0868,0.003,0.0446,0.0029,0.2057,0.0,0.6184,0.0041,7
proposed_contact_mode_boundary_atlas,cable_routing,contact_jamming,unseen_friction,0.5731,0.0281,0.6475,0.0044,0.2392,0.0045,0.0573,0.0025,0.0918,0.0019,0.0548,0.0022,0.2093,0.0,0.6093,0.004,7
proposed_contact_mode_boundary_atlas,cable_routing,contact_jamming,combined_stress,0.5102,0.0547,0.6244,0.0059,0.2437,0.0017,0.0605,0.0024,0.1035,0.0032,0.0552,0.0025,0.2202,0.0,0.6017,0.0039,7
proposed_contact_mode_boundary_atlas,cable_routing,release_snap,nominal,0.6293,0.0262,0.6648,0.0034,0.2308,0.0058,0.0452,0.0037,0.0564,0.0031,0.0337,0.0033,0.1863,0.0,0.6354,0.0062,7
proposed_contact_mode_boundary_atlas,cable_routing,release_snap,seen_shift,0.6003,0.0441,0.6521,0.0059,0.2358,0.0055,0.0543,0.0027,0.0708,0.0026,0.0414,0.0028,0.1989,0.0,0.6212,0.0055,7
proposed_contact_mode_boundary_atlas,cable_routing,release_snap,unseen_geometry,0.551,0.0434,0.6502,0.0073,0.2373,0.0019,0.061,0.0033,0.0775,0.0028,0.045,0.0042,0.2053,0.0,0.616,0.0079,7
proposed_contact_mode_boundary_atlas,cable_routing,release_snap,unseen_friction,0.5697,0.0224,0.6468,0.0113,0.2432,0.0017,0.0601,0.0025,0.0818,0.0054,0.054,0.0035,0.2089,0.0,0.6148,0.0066,7
proposed_contact_mode_boundary_atlas,cable_routing,release_snap,combined_stress,0.5187,0.0423,0.6281,0.0075,0.2468,0.0049,0.0685,0.0032,0.0898,0.0048,0.0595,0.0039,0.2198,0.0,0.6012,0.0034,7
proposed_contact_mode_boundary_atlas,cable_routing,combined_contact_shock,nominal,0.6139,0.0526,0.6751,0.0028,0.2378,0.0039,0.0485,0.0033,0.0667,0.0046,0.0433,0.0025,0.1876,0.0,0.6353,0.006,7
proposed_contact_mode_boundary_atlas,cable_routing,combined_contact_shock,seen_shift,0.5663,0.0259,0.6481,0.0082,0.2449,0.0073,0.0559,0.0024,0.0797,0.004,0.0507,0.0034,0.2007,0.0,0.6184,0.0056,7
proposed_contact_mode_boundary_atlas,cable_routing,combined_contact_shock,unseen_geometry,0.5374,0.0427,0.645,0.0084,0.2474,0.0041,0.0643,0.0023,0.0942,0.0042,0.0506,0.0031,0.2072,0.0,0.61,0.0057,7
proposed_contact_mode_boundary_atlas,cable_routing,combined_contact_shock,unseen_friction,0.5357,0.0364,0.6518,0.0037,0.2493,0.0049,0.0626,0.0026,0.0898,0.0023,0.0676,0.0027,0.2109,0.0,0.6032,0.0073,7
proposed_contact_mode_boundary_atlas,cable_routing,combined_contact_shock,combined_stress,0.5289,0.0274,0.6364,0.0073,0.254,0.0016,0.0729,0.0022,0.1042,0.0038,0.0698,0.0026,0.2221,0.0,0.6019,0.0056,7
proposed_contact_mode_boundary_atlas,tool_levering,nominal_contact,nominal,0.6582,0.0431,0.6716,0.0087,0.2192,0.0049,0.0319,0.004,0.0487,0.005,0.0282,0.0031,0.1772,0.0,0.6317,0.004,7
proposed_contact_mode_boundary_atlas,tool_levering,nominal_contact,seen_shift,0.5884,0.0483,0.6557,0.0045,0.2274,0.0034,0.0382,0.0017,0.0598,0.0042,0.0323,0.0029,0.1876,0.0,0.6216,0.009,7
proposed_contact_mode_boundary_atlas,tool_levering,nominal_contact,unseen_geometry,0.5697,0.0427,0.6495,0.0141,0.2237,0.0039,0.0361,0.0026,0.06,0.0032,0.036,0.0042,0.1927,0.0,0.6151,0.0026,7
proposed_contact_mode_boundary_atlas,tool_levering,nominal_contact,unseen_friction,0.5901,0.0259,0.6472,0.0061,0.2201,0.0053,0.0377,0.0032,0.0651,0.0029,0.046,0.003,0.1957,0.0,0.6155,0.0045,7
proposed_contact_mode_boundary_atlas,tool_levering,nominal_contact,combined_stress,0.5578,0.0358,0.6248,0.008,0.2287,0.004,0.0402,0.0022,0.0769,0.0036,0.0486,0.0034,0.2046,0.0,0.606,0.0034,7
proposed_contact_mode_boundary_atlas,tool_levering,impact_onset,nominal,0.619,0.0301,0.6708,0.0023,0.2378,0.0082,0.0569,0.0034,0.0583,0.0025,0.0342,0.0027,0.1857,0.0,0.6353,0.0042,7
proposed_contact_mode_boundary_atlas,tool_levering,impact_onset,seen_shift,0.5901,0.0259,0.6444,0.0057,0.247,0.001,0.063,0.0031,0.0713,0.0017,0.0349,0.0056,0.1983,0.0,0.6209,0.0058,7
proposed_contact_mode_boundary_atlas,tool_levering,impact_onset,unseen_geometry,0.5374,0.0389,0.6467,0.0105,0.2504,0.0041,0.0755,0.0019,0.0828,0.0039,0.0354,0.0031,0.2045,0.0,0.6138,0.0071,7
proposed_contact_mode_boundary_atlas,tool_levering,impact_onset,unseen_friction,0.5714,0.0417,0.639,0.0068,0.2437,0.004,0.0726,0.0032,0.0818,0.0033,0.0474,0.0051,0.2081,0.0,0.6157,0.0051,7
proposed_contact_mode_boundary_atlas,tool_levering,impact_onset,combined_stress,0.5272,0.0333,0.6288,0.0117,0.2572,0.0072,0.0847,0.0035,0.0965,0.0031,0.0513,0.0026,0.2188,0.0,0.6103,0.0055,7
proposed_contact_mode_boundary_atlas,tool_levering,stick_slip_transition,nominal,0.5799,0.0511,0.6655,0.0084,0.2329,0.0034,0.0461,0.0029,0.0507,0.0028,0.0377,0.0033,0.1849,0.0,0.6351,0.0035,7
proposed_contact_mode_boundary_atlas,tool_levering,stick_slip_transition,seen_shift,0.5799,0.0383,0.6572,0.0085,0.2364,0.0054,0.053,0.0033,0.0703,0.0035,0.048,0.0039,0.1972,0.0,0.6231,0.0043,7
proposed_contact_mode_boundary_atlas,tool_levering,stick_slip_transition,unseen_geometry,0.5289,0.0175,0.645,0.008,0.2384,0.0051,0.059,0.003,0.072,0.0037,0.0433,0.0025,0.2034,0.0,0.6159,0.008,7
proposed_contact_mode_boundary_atlas,tool_levering,stick_slip_transition,unseen_friction,0.5782,0.0274,0.6478,0.0064,0.2469,0.0051,0.06,0.0022,0.0799,0.0037,0.0635,0.0013,0.2069,0.0,0.6135,0.0069,7
proposed_contact_mode_boundary_atlas,tool_levering,stick_slip_transition,combined_stress,0.5442,0.0387,0.624,0.0064,0.2444,0.0033,0.0611,0.004,0.0876,0.0039,0.0634,0.0028,0.2175,0.0,0.605,0.0043,7
proposed_contact_mode_boundary_atlas,tool_levering,unilateral_lift_off,nominal,0.6105,0.0419,0.6676,0.0096,0.233,0.0058,0.0496,0.0037,0.0482,0.0038,0.0292,0.005,0.1832,0.0,0.6372,0.006,7
proposed_contact_mode_boundary_atlas,tool_levering,unilateral_lift_off,seen_shift,0.5527,0.0249,0.6561,0.0073,0.2337,0.0041,0.0507,0.0028,0.0623,0.0031,0.0379,0.0041,0.1951,0.0,0.6286,0.0063,7
proposed_contact_mode_boundary_atlas,tool_levering,unilateral_lift_off,unseen_geometry,0.5595,0.0781,0.6505,0.0055,0.2362,0.0026,0.0574,0.0024,0.0714,0.0036,0.0381,0.0036,0.2011,0.0,0.6191,0.0077,7
proposed_contact_mode_boundary_atlas,tool_levering,unilateral_lift_off,unseen_friction,0.5765,0.0461,0.6422,0.0062,0.2331,0.0039,0.0589,0.0019,0.0742,0.0023,0.0478,0.0043,0.2045,0.0,0.6156,0.005,7
proposed_contact_mode_boundary_atlas,tool_levering,unilateral_lift_off,combined_stress,0.5476,0.0233,0.6304,0.0057,0.2428,0.0031,0.0616,0.0027,0.0852,0.0045,0.0524,0.0021,0.2147,0.0,0.6008,0.0054,7
proposed_contact_mode_boundary_atlas,tool_levering,contact_jamming,nominal,0.6259,0.0387,0.6647,0.0055,0.2285,0.0028,0.0485,0.0028,0.0623,0.0061,0.0333,0.0042,0.1865,0.0,0.6356,0.0023,7
proposed_contact_mode_boundary_atlas,tool_levering,contact_jamming,seen_shift,0.5663,0.0466,0.6489,0.0077,0.235,0.0045,0.0578,0.0032,0.0769,0.0027,0.0382,0.0034,0.1993,0.0,0.6202,0.0026,7
proposed_contact_mode_boundary_atlas,tool_levering,contact_jamming,unseen_geometry,0.5374,0.059,0.6393,0.0046,0.2392,0.0039,0.0655,0.002,0.0844,0.0043,0.0417,0.005,0.2057,0.0,0.6175,0.0087,7
proposed_contact_mode_boundary_atlas,tool_levering,contact_jamming,unseen_friction,0.5476,0.021,0.6434,0.0093,0.2389,0.0042,0.0619,0.0053,0.0852,0.0034,0.0538,0.0048,0.2093,0.0,0.6161,0.0037,7
proposed_contact_mode_boundary_atlas,tool_levering,contact_jamming,combined_stress,0.5085,0.0253,0.6312,0.0105,0.2421,0.0046,0.0688,0.0025,0.1004,0.0019,0.054,0.0034,0.2202,0.0,0.6028,0.0062,7
proposed_contact_mode_boundary_atlas,tool_levering,release_snap,nominal,0.5952,0.0374,0.6645,0.0092,0.2373,0.0031,0.0556,0.0031,0.0538,0.0036,0.0294,0.0043,0.1863,0.0,0.6306,0.0085,7
proposed_contact_mode_boundary_atlas,tool_levering,release_snap,seen_shift,0.5782,0.0387,0.6538,0.0092,0.245,0.0056,0.0612,0.0043,0.0696,0.0011,0.037,0.002,0.1989,0.0,0.6211,0.0054,7
proposed_contact_mode_boundary_atlas,tool_levering,release_snap,unseen_geometry,0.5561,0.0506,0.6459,0.0107,0.252,0.0038,0.0724,0.0031,0.0783,0.0042,0.0394,0.0038,0.2053,0.0,0.6196,0.0053,7
proposed_contact_mode_boundary_atlas,tool_levering,release_snap,unseen_friction,0.5374,0.0545,0.6435,0.0084,0.2483,0.0026,0.067,0.0028,0.0782,0.0037,0.0522,0.0016,0.2089,0.0,0.6134,0.0033,7
proposed_contact_mode_boundary_atlas,tool_levering,release_snap,combined_stress,0.5034,0.0253,0.6302,0.0067,0.2558,0.0017,0.0783,0.0035,0.0889,0.0031,0.054,0.004,0.2198,0.0,0.6044,0.0048,7
proposed_contact_mode_boundary_atlas,tool_levering,combined_contact_shock,nominal,0.5935,0.0487,0.6652,0.0095,0.2395,0.003,0.0613,0.0026,0.065,0.0041,0.0333,0.0025,0.1876,0.0,0.6328,0.0073,7
proposed_contact_mode_boundary_atlas,tool_levering,combined_contact_shock,seen_shift,0.5697,0.0492,0.6495,0.0087,0.2553,0.0037,0.0694,0.0024,0.0787,0.0028,0.0443,0.0024,0.2007,0.0,0.6182,0.0045,7
proposed_contact_mode_boundary_atlas,tool_levering,combined_contact_shock,unseen_geometry,0.5289,0.0233,0.6473,0.0031,0.2572,0.0035,0.079,0.005,0.087,0.0017,0.0487,0.0037,0.2072,0.0,0.6176,0.0045,7
proposed_contact_mode_boundary_atlas,tool_levering,combined_contact_shock,unseen_friction,0.5493,0.0448,0.6416,0.0075,0.2544,0.0048,0.0728,0.0032,0.092,0.003,0.0618,0.003,0.2109,0.0,0.6115,0.0052,7
proposed_contact_mode_boundary_atlas,tool_levering,combined_contact_shock,combined_stress,0.5034,0.0304,0.6267,0.0045,0.263,0.0031,0.0835,0.0034,0.1011,0.0064,0.0647,0.0042,0.2221,0.0,0.6066,0.006,7
proposed_contact_mode_boundary_atlas,mobile_pushing,nominal_contact,nominal,0.648,0.0325,0.6621,0.0076,0.2183,0.0039,0.0337,0.0024,0.0447,0.0038,0.0309,0.0046,0.1772,0.0,0.6334,0.0066,7
proposed_contact_mode_boundary_atlas,mobile_pushing,nominal_contact,seen_shift,0.5782,0.055,0.6571,0.0086,0.2169,0.0042,0.0355,0.0025,0.0577,0.0037,0.0376,0.003,0.1876,0.0,0.6218,0.0045,7
proposed_contact_mode_boundary_atlas,mobile_pushing,nominal_contact,unseen_geometry,0.5986,0.0333,0.6494,0.0059,0.2258,0.0038,0.0377,0.0035,0.0633,0.0056,0.0384,0.0024,0.1927,0.0,0.6122,0.0041,7
proposed_contact_mode_boundary_atlas,mobile_pushing,nominal_contact,unseen_friction,0.5833,0.0244,0.6441,0.0098,0.2235,0.0035,0.0352,0.0018,0.0659,0.0038,0.049,0.0035,0.1957,0.0,0.6107,0.0063,7
proposed_contact_mode_boundary_atlas,mobile_pushing,nominal_contact,combined_stress,0.5646,0.0305,0.6345,0.0075,0.2244,0.0034,0.0356,0.0022,0.0744,0.0043,0.0516,0.0046,0.2046,0.0,0.6019,0.0051,7
proposed_contact_mode_boundary_atlas,mobile_pushing,impact_onset,nominal,0.6429,0.0228,0.6601,0.0043,0.2299,0.0036,0.0518,0.0044,0.0529,0.0032,0.0297,0.0039,0.1857,0.0,0.6303,0.0048,7
proposed_contact_mode_boundary_atlas,mobile_pushing,impact_onset,seen_shift,0.6003,0.0404,0.6491,0.0069,0.2426,0.0039,0.0605,0.0015,0.0689,0.0038,0.0392,0.0033,0.1983,0.0,0.6217,0.003,7
proposed_contact_mode_boundary_atlas,mobile_pushing,impact_onset,unseen_geometry,0.5884,0.0168,0.6455,0.0088,0.2447,0.0063,0.067,0.003,0.0727,0.0028,0.0343,0.0039,0.2045,0.0,0.6195,0.0039,7
proposed_contact_mode_boundary_atlas,mobile_pushing,impact_onset,unseen_friction,0.5901,0.0133,0.6441,0.0056,0.2374,0.006,0.0621,0.0016,0.0756,0.0025,0.0491,0.0037,0.2081,0.0,0.6138,0.0065,7
proposed_contact_mode_boundary_atlas,mobile_pushing,impact_onset,combined_stress,0.5612,0.0439,0.6319,0.0094,0.2506,0.0032,0.074,0.001,0.0881,0.0045,0.0521,0.003,0.2188,0.0,0.6042,0.0039,7
proposed_contact_mode_boundary_atlas,mobile_pushing,stick_slip_transition,nominal,0.6361,0.0475,0.6663,0.0051,0.229,0.0037,0.0439,0.003,0.0514,0.0025,0.0451,0.0027,0.1849,0.0,0.6334,0.0049,7
proposed_contact_mode_boundary_atlas,mobile_pushing,stick_slip_transition,seen_shift,0.6173,0.068,0.6484,0.0075,0.2379,0.0049,0.0514,0.0021,0.0652,0.003,0.0526,0.0066,0.1972,0.0,0.6258,0.0045,7
proposed_contact_mode_boundary_atlas,mobile_pushing,stick_slip_transition,unseen_geometry,0.5629,0.034,0.6438,0.0062,0.2418,0.0032,0.0546,0.0041,0.0715,0.0023,0.0507,0.0023,0.2034,0.0,0.6222,0.0045,7
proposed_contact_mode_boundary_atlas,mobile_pushing,stick_slip_transition,unseen_friction,0.5561,0.0452,0.6431,0.005,0.2497,0.0035,0.0547,0.0017,0.0717,0.0033,0.0734,0.0046,0.2069,0.0,0.6116,0.0061,7
proposed_contact_mode_boundary_atlas,mobile_pushing,stick_slip_transition,combined_stress,0.5306,0.0292,0.6318,0.008,0.2479,0.0044,0.0581,0.0032,0.0835,0.0025,0.073,0.0047,0.2175,0.0,0.6056,0.0066,7
proposed_contact_mode_boundary_atlas,mobile_pushing,unilateral_lift_off,nominal,0.6276,0.046,0.6631,0.0051,0.2262,0.0039,0.0419,0.0027,0.0508,0.0028,0.0337,0.0034,0.1832,0.0,0.63,0.0067,7
proposed_contact_mode_boundary_atlas,mobile_pushing,unilateral_lift_off,seen_shift,0.5867,0.0508,0.6591,0.0053,0.2295,0.005,0.046,0.0018,0.0606,0.0029,0.0437,0.0023,0.1951,0.0,0.6258,0.0051,7
proposed_contact_mode_boundary_atlas,mobile_pushing,unilateral_lift_off,unseen_geometry,0.6139,0.0269,0.6441,0.0031,0.2328,0.0043,0.0523,0.003,0.0657,0.0042,0.0417,0.0047,0.2011,0.0,0.6151,0.0063,7
proposed_contact_mode_boundary_atlas,mobile_pushing,unilateral_lift_off,unseen_friction,0.5527,0.0446,0.6512,0.0116,0.2378,0.004,0.0515,0.0009,0.0722,0.0024,0.0561,0.0029,0.2045,0.0,0.6135,0.0045,7
proposed_contact_mode_boundary_atlas,mobile_pushing,unilateral_lift_off,combined_stress,0.5816,0.0224,0.6277,0.0072,0.2385,0.0042,0.0589,0.0024,0.0807,0.0041,0.0557,0.004,0.2147,0.0,0.6009,0.006,7
proposed_contact_mode_boundary_atlas,mobile_pushing,contact_jamming,nominal,0.6156,0.0237,0.6751,0.0068,0.2266,0.0022,0.045,0.0029,0.058,0.0034,0.0337,0.0029,0.1865,0.0,0.634,0.0064,7
proposed_contact_mode_boundary_atlas,mobile_pushing,contact_jamming,seen_shift,0.6344,0.0493,0.6541,0.0086,0.2361,0.0053,0.0532,0.0017,0.0682,0.0037,0.0361,0.0035,0.1993,0.0,0.6188,0.0051,7
proposed_contact_mode_boundary_atlas,mobile_pushing,contact_jamming,unseen_geometry,0.5595,0.0488,0.6437,0.0087,0.2348,0.0072,0.0598,0.0016,0.0812,0.0031,0.0417,0.0042,0.2057,0.0,0.6165,0.0074,7
proposed_contact_mode_boundary_atlas,mobile_pushing,contact_jamming,unseen_friction,0.5935,0.0347,0.64,0.0081,0.2378,0.0039,0.0612,0.004,0.0817,0.0034,0.0582,0.0039,0.2093,0.0,0.6185,0.004,7
