method,task,regime,split,seed,episodes,success,success_probability,contact_mode_f1,boundary_error,unsafe_impulse,jam_rate,slip_overshoot,intervention_cost,data_efficiency_proxy
oracle_contact_mode_supervisor,drawer_opening,stick_slip_transition,unseen_geometry,5,84,0.7024,0.6688,0.7357,0.2234,0.0417,0.0759,0.0397,0.1889,0.6769
oracle_contact_mode_supervisor,drawer_opening,stick_slip_transition,unseen_geometry,6,84,0.6905,0.6677,0.7304,0.2317,0.0426,0.061,0.0372,0.1889,0.6733
oracle_contact_mode_supervisor,drawer_opening,stick_slip_transition,unseen_friction,0,84,0.6905,0.6665,0.7145,0.2176,0.0372,0.0773,0.0429,0.1925,0.6885
oracle_contact_mode_supervisor,drawer_opening,stick_slip_transition,unseen_friction,1,84,0.6667,0.6647,0.74,0.2238,0.0354,0.0882,0.0453,0.1925,0.6689
oracle_contact_mode_supervisor,drawer_opening,stick_slip_transition,unseen_friction,2,84,0.6786,0.6687,0.723,0.2345,0.0436,0.0744,0.0442,0.1925,0.678
oracle_contact_mode_supervisor,drawer_opening,stick_slip_transition,unseen_friction,3,84,0.6429,0.6756,0.7388,0.2335,0.042,0.0671,0.0396,0.1925,0.6693
oracle_contact_mode_supervisor,drawer_opening,stick_slip_transition,unseen_friction,4,84,0.6667,0.6811,0.7397,0.2175,0.0408,0.0776,0.0446,0.1925,0.6953
oracle_contact_mode_supervisor,drawer_opening,stick_slip_transition,unseen_friction,5,84,0.7262,0.67,0.7397,0.2377,0.0401,0.0658,0.0413,0.1925,0.67
oracle_contact_mode_supervisor,drawer_opening,stick_slip_transition,unseen_friction,6,84,0.6548,0.6677,0.7261,0.2252,0.0417,0.0797,0.0387,0.1925,0.6886
oracle_contact_mode_supervisor,drawer_opening,stick_slip_transition,combined_stress,0,84,0.6071,0.6499,0.7172,0.2297,0.0463,0.0891,0.0451,0.203,0.6767
oracle_contact_mode_supervisor,drawer_opening,stick_slip_transition,combined_stress,1,84,0.6429,0.6429,0.7264,0.2364,0.0456,0.0819,0.0486,0.203,0.6753
oracle_contact_mode_supervisor,drawer_opening,stick_slip_transition,combined_stress,2,84,0.6548,0.6385,0.7263,0.2322,0.0502,0.0845,0.0488,0.203,0.6718
oracle_contact_mode_supervisor,drawer_opening,stick_slip_transition,combined_stress,3,84,0.6429,0.6541,0.7201,0.2404,0.0397,0.0848,0.0464,0.203,0.6688
oracle_contact_mode_supervisor,drawer_opening,stick_slip_transition,combined_stress,4,84,0.6786,0.6433,0.7149,0.2309,0.0438,0.085,0.0485,0.203,0.665
oracle_contact_mode_supervisor,drawer_opening,stick_slip_transition,combined_stress,5,84,0.6429,0.6448,0.7148,0.231,0.042,0.0866,0.0428,0.203,0.6833
oracle_contact_mode_supervisor,drawer_opening,stick_slip_transition,combined_stress,6,84,0.6429,0.6529,0.72,0.2292,0.0383,0.0843,0.0428,0.203,0.6629
oracle_contact_mode_supervisor,drawer_opening,unilateral_lift_off,nominal,0,84,0.7857,0.7343,0.7697,0.2154,0.0369,0.0492,0.0282,0.1688,0.6996
oracle_contact_mode_supervisor,drawer_opening,unilateral_lift_off,nominal,1,84,0.6667,0.7167,0.7548,0.2119,0.0427,0.0487,0.0245,0.1688,0.7049
oracle_contact_mode_supervisor,drawer_opening,unilateral_lift_off,nominal,2,84,0.7738,0.726,0.7551,0.2204,0.0412,0.0525,0.0206,0.1688,0.7042
oracle_contact_mode_supervisor,drawer_opening,unilateral_lift_off,nominal,3,84,0.7262,0.723,0.7517,0.2187,0.0292,0.0533,0.026,0.1688,0.7118
oracle_contact_mode_supervisor,drawer_opening,unilateral_lift_off,nominal,4,84,0.8452,0.7282,0.7512,0.2085,0.0359,0.0527,0.0346,0.1688,0.7077
oracle_contact_mode_supervisor,drawer_opening,unilateral_lift_off,nominal,5,84,0.7381,0.7314,0.7735,0.2127,0.0245,0.0556,0.0254,0.1688,0.706
oracle_contact_mode_supervisor,drawer_opening,unilateral_lift_off,nominal,6,84,0.75,0.7246,0.7461,0.213,0.0352,0.0539,0.0303,0.1688,0.688
oracle_contact_mode_supervisor,drawer_opening,unilateral_lift_off,seen_shift,0,84,0.7738,0.7027,0.7384,0.2153,0.0402,0.0571,0.0279,0.1807,0.6875
oracle_contact_mode_supervisor,drawer_opening,unilateral_lift_off,seen_shift,1,84,0.7381,0.6936,0.746,0.2234,0.0358,0.0732,0.0228,0.1807,0.6881
oracle_contact_mode_supervisor,drawer_opening,unilateral_lift_off,seen_shift,2,84,0.7738,0.7123,0.753,0.2203,0.0359,0.0688,0.0328,0.1807,0.6919
oracle_contact_mode_supervisor,drawer_opening,unilateral_lift_off,seen_shift,3,84,0.6786,0.7012,0.7485,0.2283,0.0373,0.0674,0.0405,0.1807,0.6783
oracle_contact_mode_supervisor,drawer_opening,unilateral_lift_off,seen_shift,4,84,0.7262,0.7048,0.7329,0.2228,0.0408,0.0577,0.042,0.1807,0.6849
oracle_contact_mode_supervisor,drawer_opening,unilateral_lift_off,seen_shift,5,84,0.7024,0.6961,0.7288,0.2147,0.0401,0.052,0.0299,0.1807,0.6933
oracle_contact_mode_supervisor,drawer_opening,unilateral_lift_off,seen_shift,6,84,0.7381,0.6923,0.7434,0.219,0.032,0.0656,0.0255,0.1807,0.7021
oracle_contact_mode_supervisor,drawer_opening,unilateral_lift_off,unseen_geometry,0,84,0.7262,0.6821,0.7287,0.2182,0.0438,0.0691,0.0265,0.1867,0.6889
oracle_contact_mode_supervisor,drawer_opening,unilateral_lift_off,unseen_geometry,1,84,0.7619,0.6779,0.737,0.2257,0.0384,0.0756,0.0216,0.1867,0.6762
oracle_contact_mode_supervisor,drawer_opening,unilateral_lift_off,unseen_geometry,2,84,0.7143,0.6839,0.7457,0.2302,0.0345,0.0702,0.029,0.1867,0.6822
oracle_contact_mode_supervisor,drawer_opening,unilateral_lift_off,unseen_geometry,3,84,0.6667,0.69,0.7557,0.2284,0.0399,0.0749,0.034,0.1867,0.6796
oracle_contact_mode_supervisor,drawer_opening,unilateral_lift_off,unseen_geometry,4,84,0.5952,0.697,0.7648,0.2208,0.039,0.0663,0.0361,0.1867,0.6923
oracle_contact_mode_supervisor,drawer_opening,unilateral_lift_off,unseen_geometry,5,84,0.7024,0.688,0.7402,0.2174,0.0404,0.0649,0.0336,0.1867,0.6838
oracle_contact_mode_supervisor,drawer_opening,unilateral_lift_off,unseen_geometry,6,84,0.7381,0.6918,0.7249,0.214,0.0391,0.078,0.0279,0.1867,0.6981
oracle_contact_mode_supervisor,drawer_opening,unilateral_lift_off,unseen_friction,0,84,0.75,0.6704,0.7283,0.2209,0.042,0.0742,0.0339,0.1901,0.6816
oracle_contact_mode_supervisor,drawer_opening,unilateral_lift_off,unseen_friction,1,84,0.619,0.6738,0.7271,0.2167,0.0476,0.0673,0.034,0.1901,0.6729
oracle_contact_mode_supervisor,drawer_opening,unilateral_lift_off,unseen_friction,2,84,0.6905,0.6826,0.7419,0.2219,0.0393,0.0749,0.0406,0.1901,0.6821
oracle_contact_mode_supervisor,drawer_opening,unilateral_lift_off,unseen_friction,3,84,0.6667,0.6759,0.7289,0.2207,0.0362,0.0684,0.0251,0.1901,0.6833
oracle_contact_mode_supervisor,drawer_opening,unilateral_lift_off,unseen_friction,4,84,0.6667,0.6741,0.7253,0.2285,0.0437,0.0751,0.0358,0.1901,0.6785
oracle_contact_mode_supervisor,drawer_opening,unilateral_lift_off,unseen_friction,5,84,0.75,0.6779,0.7379,0.2322,0.0403,0.068,0.0319,0.1901,0.6905
oracle_contact_mode_supervisor,drawer_opening,unilateral_lift_off,unseen_friction,6,84,0.6667,0.6761,0.7461,0.213,0.0462,0.074,0.0373,0.1901,0.6761
oracle_contact_mode_supervisor,drawer_opening,unilateral_lift_off,combined_stress,0,84,0.7024,0.6407,0.7256,0.222,0.0431,0.0795,0.0432,0.2003,0.6628
oracle_contact_mode_supervisor,drawer_opening,unilateral_lift_off,combined_stress,1,84,0.6548,0.6488,0.7349,0.2165,0.0442,0.0919,0.0369,0.2003,0.6729
oracle_contact_mode_supervisor,drawer_opening,unilateral_lift_off,combined_stress,2,84,0.6667,0.6497,0.7311,0.2216,0.0396,0.0844,0.0334,0.2003,0.6784
oracle_contact_mode_supervisor,drawer_opening,unilateral_lift_off,combined_stress,3,84,0.7381,0.6539,0.7136,0.2224,0.0495,0.0797,0.038,0.2003,0.6669
oracle_contact_mode_supervisor,drawer_opening,unilateral_lift_off,combined_stress,4,84,0.5238,0.6508,0.7177,0.2329,0.0382,0.0861,0.0374,0.2003,0.6731
oracle_contact_mode_supervisor,drawer_opening,unilateral_lift_off,combined_stress,5,84,0.7024,0.6456,0.7265,0.2258,0.0482,0.0879,0.0375,0.2003,0.6584
oracle_contact_mode_supervisor,drawer_opening,unilateral_lift_off,combined_stress,6,84,0.6786,0.6833,0.7069,0.2383,0.0423,0.079,0.0324,0.2003,0.6857
oracle_contact_mode_supervisor,drawer_opening,contact_jamming,nominal,0,84,0.6905,0.709,0.7406,0.2123,0.0382,0.0521,0.0256,0.1721,0.6998
oracle_contact_mode_supervisor,drawer_opening,contact_jamming,nominal,1,84,0.7976,0.7102,0.743,0.2233,0.032,0.0591,0.0309,0.1721,0.7034
oracle_contact_mode_supervisor,drawer_opening,contact_jamming,nominal,2,84,0.6905,0.726,0.7573,0.2202,0.0361,0.0584,0.024,0.1721,0.7102
oracle_contact_mode_supervisor,drawer_opening,contact_jamming,nominal,3,84,0.7262,0.7131,0.7555,0.2131,0.0408,0.0602,0.0355,0.1721,0.7178
oracle_contact_mode_supervisor,drawer_opening,contact_jamming,nominal,4,84,0.7143,0.7184,0.7341,0.2161,0.0352,0.0567,0.0303,0.1721,0.7117
oracle_contact_mode_supervisor,drawer_opening,contact_jamming,nominal,5,84,0.7143,0.7214,0.7513,0.2292,0.0316,0.0587,0.0306,0.1721,0.6996
oracle_contact_mode_supervisor,drawer_opening,contact_jamming,nominal,6,84,0.7738,0.718,0.752,0.214,0.0349,0.059,0.028,0.1721,0.697
oracle_contact_mode_supervisor,drawer_opening,contact_jamming,seen_shift,0,84,0.7857,0.6828,0.7522,0.2138,0.0449,0.066,0.0345,0.1848,0.6949
oracle_contact_mode_supervisor,drawer_opening,contact_jamming,seen_shift,1,84,0.631,0.6758,0.7448,0.2181,0.0453,0.0646,0.0307,0.1848,0.6898
oracle_contact_mode_supervisor,drawer_opening,contact_jamming,seen_shift,2,84,0.7381,0.6769,0.7223,0.2212,0.0411,0.0699,0.0321,0.1848,0.6842
oracle_contact_mode_supervisor,drawer_opening,contact_jamming,seen_shift,3,84,0.6905,0.6729,0.7534,0.2275,0.0422,0.0696,0.0361,0.1848,0.6897
oracle_contact_mode_supervisor,drawer_opening,contact_jamming,seen_shift,4,84,0.619,0.6671,0.7233,0.2193,0.0432,0.073,0.0339,0.1848,0.6937
oracle_contact_mode_supervisor,drawer_opening,contact_jamming,seen_shift,5,84,0.7381,0.6703,0.7469,0.2143,0.0392,0.0654,0.0295,0.1848,0.6829
oracle_contact_mode_supervisor,drawer_opening,contact_jamming,seen_shift,6,84,0.7024,0.6844,0.7353,0.2151,0.0394,0.0728,0.0298,0.1848,0.6947
oracle_contact_mode_supervisor,drawer_opening,contact_jamming,unseen_geometry,0,84,0.6429,0.668,0.7456,0.2251,0.046,0.0785,0.024,0.1912,0.691
oracle_contact_mode_supervisor,drawer_opening,contact_jamming,unseen_geometry,1,84,0.6429,0.6642,0.7293,0.2137,0.0354,0.075,0.0313,0.1912,0.6834
oracle_contact_mode_supervisor,drawer_opening,contact_jamming,unseen_geometry,2,84,0.5595,0.6528,0.7168,0.2189,0.0418,0.0733,0.0307,0.1912,0.6931
oracle_contact_mode_supervisor,drawer_opening,contact_jamming,unseen_geometry,3,84,0.6548,0.6597,0.722,0.2261,0.0382,0.0841,0.0366,0.1912,0.6817
oracle_contact_mode_supervisor,drawer_opening,contact_jamming,unseen_geometry,4,84,0.7024,0.6408,0.7361,0.2213,0.04,0.0786,0.0451,0.1912,0.6949
oracle_contact_mode_supervisor,drawer_opening,contact_jamming,unseen_geometry,5,84,0.7143,0.6506,0.7553,0.2157,0.0441,0.0761,0.0233,0.1912,0.6698
oracle_contact_mode_supervisor,drawer_opening,contact_jamming,unseen_geometry,6,84,0.631,0.6581,0.7531,0.2154,0.045,0.073,0.0344,0.1912,0.6954
oracle_contact_mode_supervisor,drawer_opening,contact_jamming,unseen_friction,0,84,0.6786,0.6609,0.7388,0.2227,0.0418,0.0808,0.0398,0.1949,0.6867
oracle_contact_mode_supervisor,drawer_opening,contact_jamming,unseen_friction,1,84,0.6429,0.6515,0.7378,0.2115,0.0425,0.085,0.0323,0.1949,0.6744
oracle_contact_mode_supervisor,drawer_opening,contact_jamming,unseen_friction,2,84,0.631,0.6752,0.7429,0.2187,0.0428,0.0744,0.0342,0.1949,0.6818
oracle_contact_mode_supervisor,drawer_opening,contact_jamming,unseen_friction,3,84,0.631,0.6519,0.738,0.2195,0.0506,0.0819,0.0339,0.1949,0.6857
oracle_contact_mode_supervisor,drawer_opening,contact_jamming,unseen_friction,4,84,0.6786,0.6658,0.7257,0.2223,0.037,0.0834,0.0291,0.1949,0.6903
oracle_contact_mode_supervisor,drawer_opening,contact_jamming,unseen_friction,5,84,0.6905,0.6625,0.7428,0.226,0.0456,0.0831,0.0313,0.1949,0.6805
oracle_contact_mode_supervisor,drawer_opening,contact_jamming,unseen_friction,6,84,0.5952,0.6624,0.7539,0.2238,0.0407,0.083,0.0294,0.1949,0.6907
oracle_contact_mode_supervisor,drawer_opening,contact_jamming,combined_stress,0,84,0.619,0.6227,0.7183,0.2205,0.0498,0.0946,0.04,0.2058,0.6588
oracle_contact_mode_supervisor,drawer_opening,contact_jamming,combined_stress,1,84,0.6667,0.626,0.7148,0.2258,0.0499,0.092,0.0366,0.2058,0.657
oracle_contact_mode_supervisor,drawer_opening,contact_jamming,combined_stress,2,84,0.5714,0.6231,0.726,0.2319,0.0507,0.0893,0.036,0.2058,0.6675
oracle_contact_mode_supervisor,drawer_opening,contact_jamming,combined_stress,3,84,0.6548,0.6342,0.7222,0.2176,0.05,0.1016,0.0386,0.2058,0.6789
oracle_contact_mode_supervisor,drawer_opening,contact_jamming,combined_stress,4,84,0.631,0.6413,0.7298,0.2114,0.043,0.0917,0.0366,0.2058,0.6721
oracle_contact_mode_supervisor,drawer_opening,contact_jamming,combined_stress,5,84,0.6071,0.6176,0.7102,0.2315,0.0474,0.0952,0.0447,0.2058,0.6841
oracle_contact_mode_supervisor,drawer_opening,contact_jamming,combined_stress,6,84,0.4405,0.6385,0.7204,0.2129,0.046,0.0921,0.042,0.2058,0.671
oracle_contact_mode_supervisor,drawer_opening,release_snap,nominal,0,84,0.7976,0.727,0.7581,0.2257,0.0321,0.0548,0.0274,0.1718,0.715
oracle_contact_mode_supervisor,drawer_opening,release_snap,nominal,1,84,0.7619,0.7253,0.7413,0.2159,0.041,0.0647,0.0273,0.1718,0.7164
oracle_contact_mode_supervisor,drawer_opening,release_snap,nominal,2,84,0.6667,0.7275,0.7562,0.2167,0.0314,0.0549,0.0322,0.1718,0.7049
oracle_contact_mode_supervisor,drawer_opening,release_snap,nominal,3,84,0.6786,0.7253,0.7477,0.2226,0.0375,0.0621,0.0277,0.1718,0.6979
oracle_contact_mode_supervisor,drawer_opening,release_snap,nominal,4,84,0.7262,0.7314,0.7552,0.2294,0.0418,0.0518,0.0206,0.1718,0.6992
oracle_contact_mode_supervisor,drawer_opening,release_snap,nominal,5,84,0.631,0.722,0.7607,0.2316,0.0333,0.0593,0.0244,0.1718,0.6948
oracle_contact_mode_supervisor,drawer_opening,release_snap,nominal,6,84,0.7143,0.7292,0.7528,0.2088,0.0342,0.0543,0.037,0.1718,0.7152
oracle_contact_mode_supervisor,drawer_opening,release_snap,seen_shift,0,84,0.5952,0.678,0.7451,0.2229,0.0375,0.0664,0.0282,0.1845,0.6781
oracle_contact_mode_supervisor,drawer_opening,release_snap,seen_shift,1,84,0.6429,0.696,0.7423,0.2271,0.0369,0.0711,0.0332,0.1845,0.6913
oracle_contact_mode_supervisor,drawer_opening,release_snap,seen_shift,2,84,0.7262,0.6994,0.7585,0.2292,0.0407,0.0655,0.029,0.1845,0.6955
oracle_contact_mode_supervisor,drawer_opening,release_snap,seen_shift,3,84,0.7381,0.6963,0.7436,0.2173,0.0443,0.0683,0.0265,0.1845,0.6861
oracle_contact_mode_supervisor,drawer_opening,release_snap,seen_shift,4,84,0.7262,0.7002,0.7479,0.2238,0.0414,0.0728,0.0223,0.1845,0.6908
oracle_contact_mode_supervisor,drawer_opening,release_snap,seen_shift,5,84,0.619,0.7028,0.7547,0.2259,0.0381,0.0685,0.0356,0.1845,0.6977
oracle_contact_mode_supervisor,drawer_opening,release_snap,seen_shift,6,84,0.7619,0.6951,0.7416,0.2198,0.0393,0.0689,0.049,0.1845,0.6917
oracle_contact_mode_supervisor,drawer_opening,release_snap,unseen_geometry,0,84,0.7619,0.6774,0.7506,0.2305,0.038,0.0625,0.0309,0.1908,0.6787
oracle_contact_mode_supervisor,drawer_opening,release_snap,unseen_geometry,1,84,0.7262,0.6881,0.7336,0.2186,0.0446,0.0846,0.0364,0.1908,0.6846
oracle_contact_mode_supervisor,drawer_opening,release_snap,unseen_geometry,2,84,0.7024,0.6881,0.7311,0.2273,0.0414,0.0773,0.0342,0.1908,0.6853
oracle_contact_mode_supervisor,drawer_opening,release_snap,unseen_geometry,3,84,0.6548,0.6698,0.7583,0.225,0.0568,0.0769,0.0267,0.1908,0.6936
oracle_contact_mode_supervisor,drawer_opening,release_snap,unseen_geometry,4,84,0.7143,0.6717,0.7535,0.2315,0.0524,0.0718,0.024,0.1908,0.6785
oracle_contact_mode_supervisor,drawer_opening,release_snap,unseen_geometry,5,84,0.7024,0.6805,0.7582,0.2247,0.0446,0.077,0.0316,0.1908,0.6947
oracle_contact_mode_supervisor,drawer_opening,release_snap,unseen_geometry,6,84,0.7143,0.6872,0.7427,0.216,0.0471,0.0819,0.0289,0.1908,0.6713
oracle_contact_mode_supervisor,drawer_opening,release_snap,unseen_friction,0,84,0.7976,0.6864,0.7387,0.2214,0.0454,0.0829,0.0356,0.1945,0.678
oracle_contact_mode_supervisor,drawer_opening,release_snap,unseen_friction,1,84,0.7143,0.6649,0.7291,0.2208,0.0459,0.0773,0.0422,0.1945,0.6865
oracle_contact_mode_supervisor,drawer_opening,release_snap,unseen_friction,2,84,0.7024,0.6653,0.7407,0.2196,0.0408,0.0843,0.0368,0.1945,0.6783
oracle_contact_mode_supervisor,drawer_opening,release_snap,unseen_friction,3,84,0.6667,0.6839,0.7346,0.2225,0.0402,0.0802,0.0439,0.1945,0.6765
oracle_contact_mode_supervisor,drawer_opening,release_snap,unseen_friction,4,84,0.5595,0.6667,0.7392,0.2154,0.0461,0.0893,0.0377,0.1945,0.6795
oracle_contact_mode_supervisor,drawer_opening,release_snap,unseen_friction,5,84,0.5833,0.6805,0.7458,0.2269,0.0435,0.0849,0.0344,0.1945,0.6952
oracle_contact_mode_supervisor,drawer_opening,release_snap,unseen_friction,6,84,0.7619,0.6729,0.7437,0.2355,0.0438,0.0795,0.0401,0.1945,0.6793
oracle_contact_mode_supervisor,drawer_opening,release_snap,combined_stress,0,84,0.631,0.6498,0.7201,0.2256,0.0504,0.0985,0.0431,0.2053,0.6649
oracle_contact_mode_supervisor,drawer_opening,release_snap,combined_stress,1,84,0.6548,0.6484,0.7215,0.2194,0.0469,0.0964,0.0434,0.2053,0.6759
oracle_contact_mode_supervisor,drawer_opening,release_snap,combined_stress,2,84,0.6905,0.6418,0.7233,0.2308,0.0503,0.0969,0.0316,0.2053,0.6782
oracle_contact_mode_supervisor,drawer_opening,release_snap,combined_stress,3,84,0.6667,0.6571,0.7279,0.2308,0.0471,0.0843,0.0294,0.2053,0.6701
oracle_contact_mode_supervisor,drawer_opening,release_snap,combined_stress,4,84,0.6548,0.6498,0.7379,0.2224,0.0489,0.0965,0.0324,0.2053,0.6843
oracle_contact_mode_supervisor,drawer_opening,release_snap,combined_stress,5,84,0.6429,0.6461,0.6955,0.2127,0.0494,0.0932,0.037,0.2053,0.6756
oracle_contact_mode_supervisor,drawer_opening,release_snap,combined_stress,6,84,0.631,0.6375,0.7006,0.2321,0.0521,0.0909,0.0321,0.2053,0.6635
oracle_contact_mode_supervisor,drawer_opening,combined_contact_shock,nominal,0,84,0.7262,0.7101,0.7694,0.2293,0.0432,0.0596,0.0396,0.1732,0.7048
oracle_contact_mode_supervisor,drawer_opening,combined_contact_shock,nominal,1,84,0.7024,0.7014,0.7463,0.2194,0.0289,0.0613,0.0305,0.1732,0.6974
oracle_contact_mode_supervisor,drawer_opening,combined_contact_shock,nominal,2,84,0.7738,0.7221,0.7342,0.2248,0.0364,0.057,0.0291,0.1732,0.7053
oracle_contact_mode_supervisor,drawer_opening,combined_contact_shock,nominal,3,84,0.7381,0.7206,0.7464,0.2212,0.0425,0.067,0.0304,0.1732,0.7052
oracle_contact_mode_supervisor,drawer_opening,combined_contact_shock,nominal,4,84,0.7143,0.716,0.7618,0.2231,0.043,0.0586,0.0289,0.1732,0.7055
oracle_contact_mode_supervisor,drawer_opening,combined_contact_shock,nominal,5,84,0.7143,0.7125,0.7611,0.2324,0.0439,0.0618,0.0187,0.1732,0.6819
oracle_contact_mode_supervisor,drawer_opening,combined_contact_shock,nominal,6,84,0.631,0.7135,0.7501,0.2199,0.0372,0.0623,0.0233,0.1732,0.7088
oracle_contact_mode_supervisor,drawer_opening,combined_contact_shock,seen_shift,0,84,0.6548,0.684,0.7415,0.2291,0.0496,0.0688,0.0324,0.1862,0.6962
oracle_contact_mode_supervisor,drawer_opening,combined_contact_shock,seen_shift,1,84,0.7262,0.6735,0.7502,0.2297,0.0404,0.0754,0.0367,0.1862,0.6934
oracle_contact_mode_supervisor,drawer_opening,combined_contact_shock,seen_shift,2,84,0.7262,0.6675,0.7198,0.2218,0.0465,0.0759,0.034,0.1862,0.6881
oracle_contact_mode_supervisor,drawer_opening,combined_contact_shock,seen_shift,3,84,0.6071,0.6845,0.7545,0.2256,0.0516,0.0723,0.0373,0.1862,0.687
oracle_contact_mode_supervisor,drawer_opening,combined_contact_shock,seen_shift,4,84,0.7381,0.6704,0.7388,0.2316,0.0369,0.0693,0.04,0.1862,0.6878
oracle_contact_mode_supervisor,drawer_opening,combined_contact_shock,seen_shift,5,84,0.6548,0.687,0.7442,0.2274,0.0437,0.0767,0.0339,0.1862,0.6863
oracle_contact_mode_supervisor,drawer_opening,combined_contact_shock,seen_shift,6,84,0.7619,0.6799,0.7436,0.2366,0.0421,0.0761,0.0399,0.1862,0.6883
oracle_contact_mode_supervisor,drawer_opening,combined_contact_shock,unseen_geometry,0,84,0.6905,0.6572,0.7363,0.2225,0.0526,0.0934,0.041,0.1927,0.7005
oracle_contact_mode_supervisor,drawer_opening,combined_contact_shock,unseen_geometry,1,84,0.6429,0.6524,0.7404,0.229,0.0375,0.0886,0.033,0.1927,0.6836
oracle_contact_mode_supervisor,drawer_opening,combined_contact_shock,unseen_geometry,2,84,0.5833,0.6503,0.7444,0.2267,0.0469,0.077,0.0304,0.1927,0.6974
oracle_contact_mode_supervisor,drawer_opening,combined_contact_shock,unseen_geometry,3,84,0.6548,0.6625,0.7262,0.2245,0.05,0.0856,0.0355,0.1927,0.6881
oracle_contact_mode_supervisor,drawer_opening,combined_contact_shock,unseen_geometry,4,84,0.619,0.6446,0.7395,0.2312,0.0426,0.0867,0.0358,0.1927,0.6799
oracle_contact_mode_supervisor,drawer_opening,combined_contact_shock,unseen_geometry,5,84,0.7976,0.6648,0.7417,0.2304,0.048,0.0774,0.0375,0.1927,0.6664
oracle_contact_mode_supervisor,drawer_opening,combined_contact_shock,unseen_geometry,6,84,0.5476,0.6426,0.7326,0.2196,0.0457,0.0827,0.0409,0.1927,0.6724
oracle_contact_mode_supervisor,drawer_opening,combined_contact_shock,unseen_friction,0,84,0.5952,0.6495,0.7368,0.2315,0.047,0.0886,0.0428,0.1965,0.6824
oracle_contact_mode_supervisor,drawer_opening,combined_contact_shock,unseen_friction,1,84,0.7143,0.6635,0.7451,0.2356,0.0435,0.0905,0.0426,0.1965,0.6872
oracle_contact_mode_supervisor,drawer_opening,combined_contact_shock,unseen_friction,2,84,0.6905,0.6563,0.7348,0.2311,0.045,0.0904,0.0413,0.1965,0.6832
oracle_contact_mode_supervisor,drawer_opening,combined_contact_shock,unseen_friction,3,84,0.5952,0.6431,0.7471,0.23,0.04,0.0792,0.0414,0.1965,0.683
oracle_contact_mode_supervisor,drawer_opening,combined_contact_shock,unseen_friction,4,84,0.6548,0.6499,0.7367,0.2243,0.0453,0.0852,0.0374,0.1965,0.6825
oracle_contact_mode_supervisor,drawer_opening,combined_contact_shock,unseen_friction,5,84,0.6786,0.6547,0.7395,0.2245,0.0393,0.0843,0.0425,0.1965,0.6637
oracle_contact_mode_supervisor,drawer_opening,combined_contact_shock,unseen_friction,6,84,0.6667,0.6491,0.7292,0.225,0.0544,0.0874,0.0511,0.1965,0.672
oracle_contact_mode_supervisor,drawer_opening,combined_contact_shock,combined_stress,0,84,0.6071,0.6195,0.7256,0.2305,0.0555,0.1057,0.0438,0.2076,0.6748
oracle_contact_mode_supervisor,drawer_opening,combined_contact_shock,combined_stress,1,84,0.5714,0.6232,0.7131,0.2331,0.0509,0.1068,0.0393,0.2076,0.6794
oracle_contact_mode_supervisor,drawer_opening,combined_contact_shock,combined_stress,2,84,0.5952,0.6151,0.7182,0.2318,0.0515,0.0935,0.041,0.2076,0.6631
oracle_contact_mode_supervisor,drawer_opening,combined_contact_shock,combined_stress,3,84,0.619,0.6399,0.7093,0.2253,0.0535,0.0965,0.0423,0.2076,0.6563
oracle_contact_mode_supervisor,drawer_opening,combined_contact_shock,combined_stress,4,84,0.5952,0.6203,0.7333,0.2266,0.0579,0.1054,0.0544,0.2076,0.6748
oracle_contact_mode_supervisor,drawer_opening,combined_contact_shock,combined_stress,5,84,0.6071,0.6157,0.7176,0.2253,0.0427,0.0998,0.0431,0.2076,0.6674
oracle_contact_mode_supervisor,drawer_opening,combined_contact_shock,combined_stress,6,84,0.7024,0.6161,0.7003,0.2467,0.0569,0.0983,0.0439,0.2076,0.6829
oracle_contact_mode_supervisor,cable_routing,nominal_contact,nominal,0,84,0.7976,0.7129,0.7535,0.2142,0.0348,0.0431,0.0214,0.1628,0.7047
oracle_contact_mode_supervisor,cable_routing,nominal_contact,nominal,1,84,0.7619,0.7151,0.7444,0.2223,0.0338,0.0477,0.0234,0.1628,0.7013
oracle_contact_mode_supervisor,cable_routing,nominal_contact,nominal,2,84,0.7262,0.7126,0.7593,0.2242,0.0326,0.043,0.0202,0.1628,0.6956
oracle_contact_mode_supervisor,cable_routing,nominal_contact,nominal,3,84,0.7262,0.7288,0.7569,0.2109,0.0318,0.0481,0.0261,0.1628,0.7096
oracle_contact_mode_supervisor,cable_routing,nominal_contact,nominal,4,84,0.7262,0.7181,0.7547,0.2188,0.0345,0.0515,0.0292,0.1628,0.6953
oracle_contact_mode_supervisor,cable_routing,nominal_contact,nominal,5,84,0.75,0.7289,0.7425,0.2143,0.0198,0.0493,0.0274,0.1628,0.7031
oracle_contact_mode_supervisor,cable_routing,nominal_contact,nominal,6,84,0.6667,0.7183,0.7499,0.2229,0.0309,0.053,0.0195,0.1628,0.6974
oracle_contact_mode_supervisor,cable_routing,nominal_contact,seen_shift,0,84,0.7024,0.6976,0.7463,0.2179,0.0277,0.0689,0.0288,0.1731,0.6986
oracle_contact_mode_supervisor,cable_routing,nominal_contact,seen_shift,1,84,0.7738,0.6972,0.7314,0.2196,0.0319,0.051,0.03,0.1731,0.6876
