method,split,seed,groups,mean_success,ci95_success,mean_utility,ci95_utility,mean_contact_mode_f1,ci95_contact_mode_f1,mean_boundary_error,ci95_boundary_error,mean_complementarity_residual,ci95_complementarity_residual,mean_impulse_violation,ci95_impulse_violation,mean_unsafe_impulse,ci95_unsafe_impulse,mean_jam_rate,ci95_jam_rate,mean_slip_overshoot,ci95_slip_overshoot,mean_mode_switch_latency,ci95_mode_switch_latency,mean_recovery_success,ci95_recovery_success,mean_energy_spike,ci95_energy_spike,mean_calibration_ece,ci95_calibration_ece,mean_intervention_cost,ci95_intervention_cost,mean_fixed_risk_coverage,ci95_fixed_risk_coverage,mean_regret_to_oracle,ci95_regret_to_oracle
contact_mode_boundary_audit_v5,nominal,3,80,0.758333,0.035775,0.841153,0.030631,0.62448,0.001509,0.163964,0.001295,0.029855,0.001064,0.034757,0.001009,0.005606,0.000899,0.018811,0.001016,0.012364,0.001059,0.023243,0.000894,0.663331,0.001937,0.007444,0.000885,0.018274,0.000832,0.16379,0.00058,0.715089,0.000231,0.035417,0.0
contact_mode_boundary_audit_v5,nominal,4,80,0.716667,0.044409,0.799416,0.039504,0.624905,0.001474,0.162374,0.001318,0.029508,0.001039,0.034597,0.001044,0.005285,0.000896,0.019767,0.001181,0.01217,0.000999,0.022666,0.000843,0.66398,0.001892,0.007008,0.000869,0.018484,0.000915,0.163668,0.000701,0.715096,0.00025,0.05625,0.0
contact_mode_boundary_audit_v5,nominal,5,80,0.695833,0.041814,0.786073,0.038585,0.624288,0.001753,0.1629,0.001267,0.029603,0.001035,0.034556,0.001287,0.005202,0.000844,0.019602,0.001081,0.012598,0.001015,0.023353,0.000797,0.663579,0.001568,0.006546,0.000791,0.018062,0.000859,0.163285,0.000643,0.715066,0.000244,0.06875,0.0
contact_mode_boundary_audit_v5,nominal,6,80,0.716667,0.038283,0.804617,0.034254,0.624184,0.001686,0.162809,0.001285,0.028354,0.001029,0.034258,0.001238,0.004891,0.000824,0.020008,0.001101,0.012564,0.001076,0.022936,0.00082,0.665198,0.001805,0.007664,0.000948,0.018341,0.000872,0.163755,0.000715,0.715172,0.000226,0.054167,0.0
contact_mode_boundary_audit_v5,nominal,7,80,0.73125,0.039196,0.818815,0.035539,0.623943,0.001496,0.162128,0.001301,0.028768,0.000907,0.035017,0.001113,0.00534,0.00085,0.01931,0.001191,0.012884,0.001071,0.023031,0.000929,0.663421,0.001804,0.007265,0.000906,0.018117,0.000758,0.164332,0.000691,0.715042,0.000245,0.033333,0.0
contact_mode_boundary_audit_v5,nominal,8,80,0.714583,0.038192,0.807369,0.035758,0.623901,0.001584,0.163829,0.001311,0.028763,0.001036,0.034556,0.001008,0.004857,0.000892,0.0188,0.001044,0.011731,0.000952,0.022505,0.000942,0.663298,0.001858,0.006887,0.0008,0.018571,0.001098,0.164019,0.000756,0.715251,0.000252,0.06875,0.0
contact_mode_boundary_audit_v5,nominal,9,80,0.716667,0.040844,0.804497,0.037103,0.62405,0.001505,0.162999,0.001382,0.028704,0.001114,0.03408,0.001012,0.005392,0.000931,0.019632,0.001242,0.011712,0.001013,0.023013,0.000946,0.665605,0.001844,0.006845,0.000782,0.017569,0.000827,0.163463,0.000793,0.715227,0.000221,0.060417,0.0
contact_mode_boundary_audit_v5,seen_contact_shift,0,80,0.70625,0.050072,0.783752,0.045482,0.606102,0.001506,0.166443,0.001457,0.032843,0.001257,0.039151,0.001248,0.008105,0.000987,0.022058,0.001182,0.016878,0.001034,0.023269,0.000858,0.637547,0.001859,0.007615,0.000882,0.022085,0.000899,0.171733,0.000729,0.690081,0.000254,0.027083,0.0
contact_mode_boundary_audit_v5,seen_contact_shift,1,80,0.70625,0.040363,0.792313,0.037345,0.60697,0.001592,0.166004,0.001422,0.033547,0.00118,0.038653,0.001305,0.007307,0.00102,0.022071,0.001135,0.017538,0.001122,0.022918,0.000874,0.637527,0.001741,0.007675,0.000807,0.022166,0.000938,0.171997,0.000766,0.690145,0.000268,0.083333,0.0
contact_mode_boundary_audit_v5,seen_contact_shift,2,80,0.7125,0.038095,0.797251,0.034544,0.606086,0.001445,0.16638,0.001467,0.03308,0.001286,0.038126,0.001247,0.00758,0.001027,0.022755,0.001147,0.017863,0.000945,0.023082,0.000923,0.638783,0.001688,0.008068,0.000828,0.02168,0.000863,0.171817,0.000712,0.690085,0.000274,0.064583,0.0
contact_mode_boundary_audit_v5,seen_contact_shift,3,80,0.7375,0.038448,0.818345,0.034217,0.604567,0.001425,0.166999,0.001598,0.033541,0.001208,0.039083,0.00119,0.007458,0.000991,0.022263,0.001205,0.016743,0.001086,0.023186,0.000931,0.637136,0.001542,0.008465,0.000932,0.022964,0.000983,0.172104,0.000778,0.690144,0.000269,0.0,0.0
contact_mode_boundary_audit_v5,seen_contact_shift,4,80,0.716667,0.046995,0.794399,0.042196,0.606303,0.001544,0.165077,0.001434,0.032839,0.001259,0.039365,0.001248,0.007251,0.000987,0.022374,0.001113,0.01679,0.001026,0.023098,0.000806,0.638369,0.001901,0.00791,0.00087,0.022619,0.000986,0.171506,0.00091,0.690234,0.000269,0.039583,0.0
contact_mode_boundary_audit_v5,seen_contact_shift,5,80,0.702083,0.035678,0.788102,0.032164,0.606329,0.001199,0.164632,0.00166,0.033285,0.001088,0.038808,0.001246,0.00746,0.000962,0.02185,0.001215,0.016885,0.000919,0.023824,0.000738,0.638516,0.001514,0.008015,0.000939,0.021967,0.000978,0.172356,0.000755,0.690256,0.000223,0.052083,0.0
contact_mode_boundary_audit_v5,seen_contact_shift,6,80,0.69375,0.04665,0.778558,0.043618,0.605363,0.001541,0.16543,0.00157,0.033007,0.001285,0.038431,0.00134,0.007509,0.000929,0.022719,0.001214,0.01705,0.001029,0.023966,0.000773,0.63802,0.001643,0.007605,0.000832,0.02271,0.000906,0.171807,0.000676,0.690119,0.00027,0.070833,0.0
contact_mode_boundary_audit_v5,seen_contact_shift,7,80,0.74375,0.040655,0.825283,0.036704,0.607305,0.001419,0.165875,0.001641,0.033123,0.00114,0.038312,0.001366,0.007414,0.000959,0.021473,0.001156,0.016848,0.001061,0.023731,0.000889,0.637972,0.001873,0.007518,0.000823,0.022563,0.00085,0.171412,0.000587,0.690271,0.000288,0.033333,0.0
contact_mode_boundary_audit_v5,seen_contact_shift,8,80,0.71875,0.040509,0.798743,0.035813,0.605566,0.001469,0.166165,0.001593,0.03384,0.001233,0.03857,0.001316,0.007903,0.001035,0.021306,0.001147,0.016885,0.001252,0.023105,0.000996,0.637625,0.001879,0.008499,0.000864,0.022673,0.000999,0.171243,0.000717,0.690191,0.00026,0.01875,0.0
contact_mode_boundary_audit_v5,seen_contact_shift,9,80,0.722917,0.043075,0.801775,0.038365,0.605864,0.001513,0.16553,0.001383,0.033613,0.001086,0.03871,0.001201,0.007277,0.000988,0.022563,0.001185,0.017358,0.000969,0.023643,0.000891,0.639492,0.001866,0.007991,0.000817,0.022039,0.000832,0.171528,0.000715,0.690233,0.000248,0.0,0.0
contact_mode_boundary_audit_v5,unseen_geometry,0,80,0.695833,0.046042,0.77583,0.04237,0.595492,0.001684,0.169649,0.001718,0.035995,0.001327,0.0413,0.001495,0.008718,0.000989,0.025199,0.001355,0.019463,0.001029,0.024442,0.000904,0.624305,0.001458,0.008489,0.00089,0.025443,0.000856,0.175522,0.000768,0.677474,0.00026,0.05625,0.0
contact_mode_boundary_audit_v5,unseen_geometry,1,80,0.702083,0.039709,0.786034,0.036698,0.596342,0.001597,0.167507,0.001554,0.036582,0.001317,0.041224,0.00161,0.008999,0.001053,0.02405,0.001297,0.019084,0.001127,0.023796,0.000856,0.624436,0.001561,0.007232,0.000798,0.02514,0.000801,0.176109,0.000709,0.677585,0.000297,0.020833,0.0
contact_mode_boundary_audit_v5,unseen_geometry,2,80,0.689583,0.042602,0.772296,0.0392,0.596616,0.001618,0.167911,0.001403,0.03605,0.001542,0.042198,0.001523,0.009681,0.001074,0.024195,0.001425,0.019493,0.001082,0.02344,0.000781,0.623334,0.001898,0.008965,0.000906,0.024508,0.000983,0.174888,0.000757,0.677369,0.000304,0.025,0.0
contact_mode_boundary_audit_v5,unseen_geometry,3,80,0.7125,0.041081,0.791848,0.036832,0.597254,0.001514,0.168113,0.001595,0.036447,0.001314,0.041868,0.001385,0.008525,0.00097,0.024688,0.001342,0.019478,0.000962,0.022765,0.000788,0.624759,0.001669,0.008762,0.000837,0.024187,0.000892,0.175379,0.0008,0.67758,0.000287,0.01875,0.0
contact_mode_boundary_audit_v5,unseen_geometry,4,80,0.654167,0.03524,0.745525,0.034249,0.597471,0.001736,0.167972,0.001713,0.036189,0.00127,0.040683,0.00133,0.008436,0.001047,0.023939,0.00152,0.018689,0.001071,0.023171,0.000902,0.626209,0.001653,0.008343,0.000901,0.024408,0.000883,0.175552,0.000724,0.677818,0.000314,0.085417,0.0
contact_mode_boundary_audit_v5,unseen_geometry,5,80,0.697917,0.041129,0.778503,0.036987,0.596048,0.001456,0.167801,0.001607,0.036437,0.001317,0.042177,0.001558,0.008652,0.001049,0.024268,0.00149,0.018336,0.001035,0.023661,0.000914,0.625713,0.001763,0.008461,0.000884,0.024273,0.000959,0.175296,0.000781,0.677751,0.000283,0.0625,0.0
contact_mode_boundary_audit_v5,unseen_geometry,6,80,0.708333,0.040885,0.787614,0.036438,0.597372,0.001492,0.168171,0.001652,0.036935,0.00137,0.04254,0.001417,0.008101,0.001192,0.023942,0.001375,0.019678,0.001192,0.023449,0.000871,0.624489,0.001612,0.008358,0.000894,0.025019,0.000746,0.175389,0.000773,0.677686,0.000307,0.060417,0.0
contact_mode_boundary_audit_v5,unseen_geometry,7,80,0.697917,0.039023,0.784159,0.036655,0.596471,0.001552,0.168381,0.001802,0.036039,0.001319,0.041172,0.001471,0.008973,0.000943,0.024022,0.001339,0.018884,0.001061,0.024939,0.001052,0.624523,0.001735,0.008244,0.000954,0.024074,0.000868,0.1751,0.000777,0.677613,0.000271,0.04375,0.0
contact_mode_boundary_audit_v5,unseen_geometry,8,80,0.685417,0.03941,0.770586,0.036531,0.596354,0.001613,0.167784,0.001516,0.036545,0.001538,0.041399,0.001297,0.009052,0.001045,0.0244,0.001259,0.018172,0.001019,0.023228,0.000924,0.625152,0.001766,0.007205,0.000871,0.02533,0.000951,0.175419,0.00081,0.677658,0.000297,0.04375,0.0
contact_mode_boundary_audit_v5,unseen_geometry,9,80,0.691667,0.041541,0.773178,0.037796,0.597081,0.00141,0.168354,0.001584,0.036353,0.00144,0.041072,0.001542,0.009098,0.001138,0.024513,0.001274,0.019549,0.001133,0.023355,0.000917,0.623383,0.001523,0.008151,0.000859,0.024612,0.000976,0.175886,0.000848,0.677423,0.000277,0.010417,0.0
contact_mode_boundary_audit_v5,unseen_friction,0,80,0.697917,0.044292,0.774163,0.039777,0.592406,0.001485,0.167189,0.001481,0.036341,0.001433,0.041107,0.001376,0.009194,0.001114,0.024155,0.001511,0.027125,0.001391,0.023511,0.000999,0.61592,0.001712,0.009868,0.001081,0.025423,0.000787,0.177923,0.00076,0.669991,0.000294,0.0375,0.0
contact_mode_boundary_audit_v5,unseen_friction,1,80,0.7125,0.04149,0.793732,0.038418,0.591896,0.001677,0.166913,0.00163,0.036265,0.001277,0.040845,0.001468,0.009612,0.001055,0.024856,0.001394,0.027416,0.00118,0.024354,0.000948,0.618409,0.001702,0.008432,0.000841,0.025859,0.000793,0.177853,0.00083,0.669984,0.000308,0.0,0.0
contact_mode_boundary_audit_v5,unseen_friction,2,80,0.70625,0.038214,0.784915,0.03394,0.590196,0.001482,0.16734,0.001559,0.036874,0.001209,0.040854,0.001656,0.008556,0.000999,0.023909,0.001216,0.02688,0.001223,0.023828,0.000979,0.617033,0.001627,0.009619,0.000963,0.025285,0.000924,0.178374,0.000792,0.670197,0.000287,0.0375,0.0
contact_mode_boundary_audit_v5,unseen_friction,3,80,0.73125,0.038324,0.811072,0.034818,0.590879,0.001506,0.166499,0.001365,0.036448,0.00121,0.040803,0.001407,0.009556,0.001066,0.023279,0.00127,0.027231,0.001256,0.023925,0.000991,0.616031,0.001545,0.009401,0.000807,0.026038,0.001001,0.178293,0.000624,0.670022,0.000298,0.0,0.0
contact_mode_boundary_audit_v5,unseen_friction,4,80,0.704167,0.039402,0.787582,0.0368,0.592028,0.001738,0.167114,0.001535,0.03614,0.001429,0.041042,0.001249,0.009562,0.001182,0.023198,0.001286,0.0272,0.001075,0.023663,0.001028,0.616408,0.001658,0.009386,0.000906,0.025848,0.00101,0.178748,0.000806,0.670054,0.00031,0.029167,0.0
contact_mode_boundary_audit_v5,unseen_friction,5,80,0.697917,0.0403,0.778775,0.036915,0.59112,0.001595,0.168016,0.001676,0.036433,0.001235,0.041569,0.00147,0.009628,0.001185,0.023902,0.001403,0.026807,0.001231,0.023629,0.000809,0.617112,0.001564,0.008888,0.000891,0.025723,0.000839,0.178584,0.000695,0.670048,0.000334,0.052083,0.0
contact_mode_boundary_audit_v5,unseen_friction,6,80,0.716667,0.036476,0.797517,0.033035,0.590965,0.001536,0.168074,0.001565,0.035929,0.001379,0.041237,0.001429,0.009956,0.000998,0.024443,0.001335,0.02721,0.001204,0.023952,0.00098,0.616578,0.001709,0.009285,0.000979,0.025005,0.000825,0.178085,0.000799,0.66988,0.000294,0.025,0.0
contact_mode_boundary_audit_v5,unseen_friction,7,80,0.7125,0.044627,0.792223,0.041477,0.590316,0.001528,0.167798,0.001366,0.036208,0.001346,0.040845,0.001329,0.009937,0.001179,0.024113,0.001269,0.027572,0.001315,0.023726,0.000763,0.618274,0.00157,0.008634,0.000883,0.025418,0.000964,0.178408,0.000738,0.669989,0.00032,0.0125,0.0
contact_mode_boundary_audit_v5,unseen_friction,8,80,0.654167,0.044551,0.736583,0.041451,0.591855,0.001686,0.167156,0.001572,0.035997,0.001409,0.040366,0.001504,0.008629,0.001173,0.023658,0.00144,0.027529,0.001154,0.024094,0.000906,0.617652,0.001732,0.009244,0.000966,0.026073,0.000811,0.178782,0.000718,0.670197,0.000346,0.085417,0.0
contact_mode_boundary_audit_v5,unseen_friction,9,80,0.670833,0.036741,0.755279,0.034121,0.591367,0.00161,0.167678,0.001513,0.036592,0.001216,0.041158,0.00142,0.009791,0.001006,0.023999,0.001432,0.027838,0.001142,0.023226,0.000888,0.618691,0.001535,0.008756,0.000978,0.026326,0.000853,0.178393,0.000758,0.670026,0.000318,0.075,0.0
contact_mode_boundary_audit_v5,unseen_compliance,0,80,0.68125,0.044709,0.761719,0.041458,0.5879,0.00136,0.169225,0.001621,0.0375,0.001275,0.041896,0.001587,0.010084,0.001083,0.025667,0.001202,0.021182,0.001158,0.024032,0.000806,0.61135,0.001873,0.008709,0.001026,0.027601,0.000929,0.179651,0.000805,0.665107,0.000312,0.089583,0.0
contact_mode_boundary_audit_v5,unseen_compliance,1,80,0.716667,0.034575,0.799499,0.031775,0.589013,0.001468,0.170003,0.001621,0.038368,0.001244,0.041304,0.001448,0.010203,0.001191,0.025316,0.001508,0.022052,0.001029,0.024052,0.000727,0.613343,0.001817,0.009473,0.001033,0.026995,0.000775,0.179721,0.000751,0.665174,0.000319,0.0,0.0
contact_mode_boundary_audit_v5,unseen_compliance,2,80,0.695833,0.044928,0.769724,0.039761,0.58956,0.001704,0.16912,0.001707,0.036696,0.001396,0.042101,0.001452,0.010246,0.001172,0.025479,0.001276,0.02237,0.001054,0.02418,0.000962,0.612403,0.001704,0.008929,0.000859,0.027185,0.000779,0.180067,0.000784,0.66507,0.000322,0.039583,0.0
contact_mode_boundary_audit_v5,unseen_compliance,3,80,0.6875,0.040418,0.769155,0.037334,0.58787,0.001415,0.169729,0.001722,0.03719,0.001336,0.042997,0.001487,0.009533,0.001187,0.025559,0.001445,0.022323,0.001053,0.024184,0.000969,0.613995,0.001703,0.009801,0.00088,0.026405,0.000922,0.179583,0.000738,0.665268,0.000314,0.027083,0.0
contact_mode_boundary_audit_v5,unseen_compliance,4,80,0.691667,0.039882,0.770796,0.03607,0.588024,0.001635,0.16923,0.001677,0.038055,0.001298,0.042988,0.001523,0.010398,0.00119,0.024915,0.001409,0.022567,0.001143,0.024243,0.000941,0.612216,0.001776,0.009034,0.00097,0.026369,0.000882,0.179476,0.000756,0.665076,0.000319,0.022917,0.0
contact_mode_boundary_audit_v5,unseen_compliance,5,80,0.69375,0.047011,0.771935,0.043435,0.588856,0.001689,0.169694,0.001715,0.037783,0.001293,0.042696,0.001627,0.010028,0.001168,0.024711,0.00137,0.021949,0.001072,0.0242,0.000879,0.613228,0.001982,0.009387,0.000916,0.026532,0.00092,0.179774,0.000653,0.665262,0.000319,0.020833,0.0
contact_mode_boundary_audit_v5,unseen_compliance,6,80,0.691667,0.047955,0.771107,0.044843,0.588522,0.001555,0.169907,0.001624,0.036987,0.001397,0.042019,0.001563,0.010746,0.001189,0.025839,0.001441,0.021636,0.001251,0.024562,0.000936,0.612842,0.001686,0.009751,0.000828,0.026768,0.000847,0.179795,0.000817,0.665044,0.000301,0.029167,0.0
contact_mode_boundary_audit_v5,unseen_compliance,7,80,0.710417,0.037093,0.792256,0.033983,0.588947,0.001702,0.170159,0.001596,0.037182,0.001268,0.041803,0.001577,0.009717,0.001115,0.025678,0.001354,0.021397,0.001031,0.023328,0.000865,0.613273,0.001937,0.009087,0.000958,0.026505,0.000886,0.179458,0.000794,0.665259,0.000321,0.035417,0.0
contact_mode_boundary_audit_v5,unseen_compliance,8,80,0.6625,0.041081,0.746672,0.03868,0.589378,0.00142,0.169634,0.001672,0.037748,0.001591,0.041727,0.001646,0.009166,0.001105,0.025237,0.00145,0.022052,0.001098,0.023337,0.000918,0.613064,0.001453,0.009149,0.000966,0.026357,0.000825,0.179736,0.000807,0.665321,0.000322,0.029167,0.0
contact_mode_boundary_audit_v5,unseen_compliance,9,80,0.683333,0.043719,0.762898,0.040091,0.589353,0.001439,0.170365,0.001579,0.038103,0.001411,0.041569,0.001492,0.009785,0.00118,0.025525,0.001391,0.021693,0.001063,0.024397,0.000755,0.612778,0.001754,0.008911,0.001036,0.02628,0.000937,0.179741,0.000785,0.665211,0.000309,0.05,0.0
contact_mode_boundary_audit_v5,actuator_latency,0,80,0.714583,0.040342,0.792649,0.036034,0.5887,0.001536,0.169048,0.001609,0.037108,0.001435,0.041944,0.001609,0.010054,0.001107,0.024136,0.00123,0.021197,0.001114,0.024678,0.000835,0.612254,0.00169,0.008567,0.000919,0.027117,0.000853,0.1788,0.000864,0.665318,0.000289,0.0,0.0
contact_mode_boundary_audit_v5,actuator_latency,1,80,0.704167,0.04648,0.783461,0.042879,0.58919,0.001622,0.169448,0.00151,0.03716,0.001471,0.042317,0.001323,0.010781,0.001142,0.025033,0.001346,0.021255,0.001034,0.024602,0.000972,0.613746,0.001966,0.008993,0.000932,0.025779,0.000941,0.178972,0.000874,0.665204,0.000333,0.016667,0.0
contact_mode_boundary_audit_v5,actuator_latency,2,80,0.714583,0.043172,0.792778,0.039227,0.588186,0.00143,0.168325,0.001605,0.037588,0.001493,0.04213,0.001623,0.010658,0.001315,0.024446,0.001394,0.021717,0.001074,0.025822,0.001075,0.614888,0.001676,0.008657,0.000946,0.027315,0.00087,0.179035,0.0008,0.665313,0.000347,0.020833,0.0
contact_mode_boundary_audit_v5,actuator_latency,3,80,0.708333,0.041703,0.786613,0.037412,0.588651,0.001718,0.167868,0.001347,0.038018,0.00131,0.042446,0.00146,0.009887,0.001125,0.024857,0.001298,0.021502,0.00093,0.024594,0.000934,0.614659,0.001745,0.008377,0.001007,0.02689,0.000901,0.17901,0.000755,0.665391,0.000281,0.010417,0.0
contact_mode_boundary_audit_v5,actuator_latency,4,80,0.725,0.037255,0.801905,0.032304,0.588408,0.001535,0.168962,0.001473,0.03745,0.001402,0.041717,0.001407,0.010699,0.001153,0.024047,0.00129,0.021269,0.001005,0.024843,0.000966,0.615169,0.001721,0.009213,0.000957,0.026744,0.000764,0.179472,0.000852,0.665399,0.000295,0.0,0.0
contact_mode_boundary_audit_v5,actuator_latency,5,80,0.710417,0.040153,0.791996,0.036918,0.589036,0.001774,0.169695,0.001753,0.037388,0.001316,0.041628,0.001522,0.010589,0.001156,0.023957,0.001371,0.022213,0.001143,0.024592,0.000877,0.613556,0.001924,0.009438,0.000924,0.027334,0.000869,0.179554,0.00089,0.665252,0.000313,0.0,0.0
contact_mode_boundary_audit_v5,actuator_latency,6,80,0.689583,0.044158,0.771279,0.040942,0.590561,0.001403,0.168855,0.001482,0.037407,0.001305,0.042252,0.001565,0.010484,0.001076,0.024119,0.001358,0.021989,0.001165,0.025329,0.000856,0.615154,0.001828,0.0094,0.001001,0.026906,0.000868,0.17955,0.000796,0.665366,0.000323,0.054167,0.0
contact_mode_boundary_audit_v5,actuator_latency,7,80,0.679167,0.039744,0.766625,0.038158,0.588772,0.001676,0.168084,0.001403,0.037162,0.001303,0.041875,0.001572,0.010235,0.001089,0.024519,0.001295,0.02079,0.001114,0.025503,0.000952,0.613792,0.001529,0.009037,0.000884,0.026472,0.000924,0.179508,0.000829,0.665377,0.000315,0.039583,0.0
contact_mode_boundary_audit_v5,actuator_latency,8,80,0.729167,0.043632,0.803999,0.038702,0.589957,0.001503,0.1684,0.001679,0.036943,0.001231,0.041669,0.001521,0.010348,0.001242,0.024441,0.001453,0.022224,0.001114,0.023845,0.000884,0.612957,0.001824,0.008001,0.000903,0.026412,0.000809,0.179006,0.00073,0.665203,0.000327,0.01875,0.0
contact_mode_boundary_audit_v5,actuator_latency,9,80,0.7125,0.034855,0.797519,0.032426,0.589652,0.001512,0.168835,0.001752,0.038031,0.00143,0.042511,0.001459,0.010048,0.001138,0.025486,0.001313,0.021649,0.001096,0.025154,0.000939,0.613172,0.001832,0.008162,0.000798,0.026648,0.000821,0.178894,0.000917,0.665203,0.000326,0.01875,0.0
contact_mode_boundary_audit_v5,sensor_dropout,0,80,0.702083,0.041375,0.781074,0.038555,0.56793,0.001556,0.169924,0.001731,0.037715,0.001441,0.042349,0.001478,0.010159,0.001153,0.025349,0.001125,0.02227,0.001172,0.026119,0.000914,0.589069,0.00174,0.008898,0.000972,0.027863,0.00096,0.181359,0.000739,0.662104,0.000298,0.0,0.0
contact_mode_boundary_audit_v5,sensor_dropout,1,80,0.641667,0.040719,0.723216,0.038145,0.569065,0.001466,0.170072,0.00171,0.036721,0.001309,0.041986,0.001481,0.0096,0.001073,0.024574,0.001307,0.022182,0.00111,0.026184,0.000789,0.590064,0.00156,0.008941,0.000783,0.027477,0.000866,0.180781,0.00075,0.662332,0.000302,0.09375,0.0
contact_mode_boundary_audit_v5,sensor_dropout,2,80,0.6625,0.044247,0.740775,0.040867,0.568008,0.001389,0.168936,0.001591,0.037826,0.001384,0.042691,0.001541,0.009693,0.001093,0.024718,0.0014,0.02271,0.00116,0.025354,0.000887,0.591327,0.001715,0.00812,0.00102,0.027095,0.000871,0.180236,0.000679,0.662337,0.000305,0.10625,0.0
contact_mode_boundary_audit_v5,sensor_dropout,3,80,0.69375,0.040446,0.771772,0.037125,0.568402,0.001463,0.168702,0.001601,0.03727,0.001254,0.041846,0.00151,0.010437,0.001181,0.025592,0.0015,0.022548,0.001289,0.026417,0.000856,0.587938,0.001791,0.009451,0.001027,0.027694,0.000906,0.180619,0.000809,0.661948,0.000353,0.041667,0.0
contact_mode_boundary_audit_v5,sensor_dropout,4,80,0.685417,0.040675,0.766583,0.038389,0.566524,0.001375,0.168716,0.00136,0.037863,0.001336,0.042389,0.001528,0.010405,0.001112,0.025552,0.001316,0.021617,0.001067,0.026021,0.000869,0.590653,0.00179,0.008807,0.000987,0.027705,0.00086,0.181074,0.000843,0.662194,0.000301,0.01875,0.0
contact_mode_boundary_audit_v5,sensor_dropout,5,80,0.708333,0.04047,0.788547,0.038169,0.568644,0.001534,0.168381,0.001502,0.037471,0.001406,0.042074,0.001481,0.010175,0.001094,0.025333,0.001389,0.022134,0.001191,0.026516,0.001007,0.588846,0.001701,0.009108,0.000949,0.026426,0.00076,0.180584,0.000768,0.662101,0.000282,0.058333,0.0
contact_mode_boundary_audit_v5,sensor_dropout,6,80,0.69375,0.046287,0.766987,0.042054,0.567117,0.001843,0.169035,0.001574,0.038407,0.001505,0.043545,0.001448,0.009666,0.001085,0.025238,0.001304,0.022529,0.001126,0.026942,0.000885,0.589097,0.001795,0.01051,0.000937,0.027161,0.000967,0.180337,0.000784,0.66217,0.000295,0.04375,0.0
contact_mode_boundary_audit_v5,sensor_dropout,7,80,0.683333,0.037929,0.764555,0.035448,0.568366,0.00135,0.168232,0.001616,0.037671,0.001416,0.042545,0.001432,0.010003,0.00115,0.024741,0.001276,0.022285,0.000934,0.026211,0.000841,0.587859,0.002117,0.009441,0.000855,0.028001,0.000971,0.180665,0.000898,0.662114,0.000313,0.060417,0.0
contact_mode_boundary_audit_v5,sensor_dropout,8,80,0.708333,0.040885,0.786334,0.037881,0.568893,0.001672,0.16837,0.001653,0.038051,0.001291,0.042845,0.001482,0.010143,0.001159,0.025605,0.001279,0.022841,0.001023,0.02597,0.000984,0.590805,0.001638,0.009948,0.001018,0.026687,0.000889,0.180366,0.000826,0.662139,0.000296,0.004167,0.0
contact_mode_boundary_audit_v5,sensor_dropout,9,80,0.722917,0.039389,0.80115,0.036246,0.568334,0.001403,0.16915,0.001505,0.037365,0.001472,0.042735,0.001667,0.0103,0.001165,0.024675,0.001267,0.022669,0.001085,0.02616,0.000731,0.59161,0.001993,0.009153,0.000915,0.026868,0.000868,0.181031,0.000842,0.662271,0.000307,0.01875,0.0
contact_mode_boundary_audit_v5,heldout_mixed_non_smooth_stress,0,80,0.689583,0.040153,0.768011,0.037083,0.572234,0.001624,0.171272,0.001727,0.040739,0.001467,0.045974,0.001595,0.011314,0.00116,0.027487,0.001423,0.029257,0.0013,0.025123,0.000867,0.588735,0.001791,0.009404,0.00081,0.0304,0.000806,0.185314,0.000737,0.646738,0.00034,0.010417,0.0
contact_mode_boundary_audit_v5,heldout_mixed_non_smooth_stress,1,80,0.691667,0.041945,0.768993,0.03871,0.572294,0.001492,0.172793,0.00172,0.040975,0.00137,0.045378,0.001693,0.011752,0.001268,0.027293,0.001354,0.028581,0.001103,0.025823,0.000995,0.588012,0.00162,0.009826,0.001021,0.02943,0.000895,0.184845,0.000912,0.646702,0.000301,0.0,0.0
contact_mode_boundary_audit_v5,heldout_mixed_non_smooth_stress,2,80,0.739583,0.034302,0.817094,0.030968,0.572119,0.001701,0.171975,0.001745,0.040438,0.001598,0.046392,0.001786,0.011915,0.001134,0.026584,0.001321,0.028067,0.001284,0.025286,0.000868,0.590484,0.001566,0.009915,0.00088,0.029956,0.000827,0.185538,0.000839,0.646938,0.000313,0.0,0.0
contact_mode_boundary_audit_v5,heldout_mixed_non_smooth_stress,3,80,0.702083,0.042976,0.777311,0.039288,0.573693,0.001394,0.172456,0.001837,0.041622,0.001644,0.045408,0.00187,0.012902,0.001297,0.027115,0.001376,0.02914,0.001224,0.025026,0.000791,0.590239,0.001832,0.009597,0.00092,0.030293,0.000838,0.185223,0.000914,0.646636,0.000368,0.004167,0.0
contact_mode_boundary_audit_v5,heldout_mixed_non_smooth_stress,4,80,0.708333,0.045941,0.780162,0.04172,0.572018,0.001346,0.171981,0.001711,0.041119,0.001721,0.045932,0.001545,0.012027,0.001329,0.02766,0.001347,0.029291,0.001153,0.025026,0.00096,0.589076,0.00178,0.009071,0.000997,0.029353,0.000958,0.184931,0.000806,0.646631,0.000332,0.016667,0.0
contact_mode_boundary_audit_v5,heldout_mixed_non_smooth_stress,5,80,0.660417,0.042482,0.742061,0.04058,0.571488,0.001497,0.172049,0.001721,0.041382,0.001605,0.044533,0.001677,0.011484,0.001243,0.027117,0.001474,0.029539,0.001307,0.025449,0.000992,0.589931,0.001759,0.009664,0.000936,0.030131,0.000795,0.185393,0.000844,0.646798,0.000324,0.008333,0.0
